Name,Year,TOT_P,TOT_M,TOT_F,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
West Tripura,2009,410067,208397,201670,328409,174647,153762,81658,33750,47908,133274,107649,25625,1540,1334,206,276793,100748,176045
West Tripura,2009,1122915,577182,545733,706969,406876,300093,415946,170306,245640,401074,289430,111644,70652,53419,17233,721841,287752,434089
West Siang,2009,21112,11960,9152,14430,8914,5516,6682,3046,3636,7913,6373,1540,35,25,10,13199,5587,7612
West Siang,2009,82806,42389,40417,36786,21214,15572,46020,21175,24845,35172,19315,15857,402,297,105,47634,23074,24560
Khargone (West Nimar),2009,235459,122197,113262,155767,89815,65952,79692,32382,47310,73631,59611,14020,7418,4063,3355,161828,62586,99242
Khargone (West Nimar),2009,1294103,662407,631696,625029,386039,238990,669074,276368,392706,630808,350659,280149,174430,93578,80852,663295,311748,351547
West Khasi Hills,2009,34598,17438,17160,22118,11183,10935,12480,6255,6225,11552,6793,4759,998,582,416,23046,10645,12401
West Khasi Hills,2009,261451,132981,128470,125472,65493,59979,135979,67488,68491,117543,62944,54599,14151,8363,5788,143908,70037,73871
West Kameng,2009,6693,3609,3084,4535,2650,1885,2158,959,1199,2293,1745,548,3,1,2,4400,1864,2536
West Kameng,2009,67906,38933,28973,33152,22736,10416,34754,16197,18557,32069,22977,9092,792,579,213,35837,15956,19881
West Godavari,2009,750887,372338,378549,535536,280487,255049,215351,91851,123500,255889,203969,51920,40459,27740,12719,494998,168369,326629
West Godavari,2009,3052630,1537700,1514930,1923286,1028111,895175,1129344,509589,619755,1422446,941144,481302,718659,454744,263915,1630184,596556,1033628
West Garo Hills,2009,58978,30205,28773,43361,23154,20207,15617,7051,8566,16432,12165,4267,143,85,58,42546,18040,24506
West Garo Hills,2009,459412,233219,226193,168138,97683,70455,291274,135536,155738,191929,113742,78187,19754,13640,6114,267483,119477,148006
West,2009,2042114,1113718,928396,1479425,850230,629195,562689,263488,299201,691429,590748,100681,399,308,91,1350685,522970,827715
West,2009,121432,62885,58547,59388,35101,24287,62044,27784,34260,52522,32727,19795,2456,1714,742,68910,30158,38752
Wayanad,2009,29612,14849,14763,22512,11847,10665,7100,3002,4098,12078,8485,3593,341,235,106,17534,6364,11170
Wayanad,2009,751007,376424,374583,554223,291732,262491,196784,84692,112092,296535,209910,86625,51735,36654,15081,454472,166514,287958
Washim,2009,178445,92328,86117,124984,70299,54685,53461,22029,31432,51997,42791,9206,11872,7537,4335,126448,49537,76911
Washim,2009,841771,433766,408005,505779,307679,198100,335992,126087,209905,403335,224951,178384,183094,94518,88576,438436,208815,229621
Wardha,2009,325041,168380,156661,255163,139469,115694,69878,28911,40967,100438,82098,18340,6078,3739,2339,224603,86282,138321
Wardha,2009,911695,470610,441085,610393,347267,263126,301302,123343,177959,449913,266513,183400,151151,81392,69759,461782,204097,257685
Warangal,2009,623212,316306,306906,434876,246514,188362,188336,69792,118544,199675,151510,48165,4520,2273,2247,423537,164796,258741
Warangal,2009,2622792,1328589,1294203,1160869,727013,433856,1461923,601576,860347,1366562,742512,624050,385143,165419,219724,1256230,586077,670153
Vizianagaram,2009,412395,204634,207761,265779,147758,118021,146616,56876,89740,143513,109248,34265,7117,4045,3072,268882,95386,173496
Vizianagaram,2009,1836859,914907,921952,731703,457280,274423,1105156,457627,647529,1030651,560710,469941,283082,143337,139745,806208,354197,452011
Visakhapatnam,2009,1530899,780285,750614,1058633,589762,468871,472266,190523,281743,466090,395536,70554,5236,3882,1354,1064809,384749,680060
Visakhapatnam,2009,2301437,1149912,1151525,943683,581320,362363,1357754,568592,789162,1136671,674006,462665,259924,148374,111550,1164766,475906,688860
Virudhunagar,2009,777345,387750,389595,550049,301468,248581,227296,86282,141014,354943,231239,123704,26457,13916,12541,422402,156511,265891
Virudhunagar,2009,973956,482626,491330,586525,339594,246931,387431,143032,244399,526860,286442,240418,126771,60821,65950,447096,196184,250912
Viluppuram,2009,426917,215027,211890,302801,167430,135371,124116,47597,76519,147732,114006,33726,18362,11116,7246,279185,101021,178164
Viluppuram,2009,2533456,1277415,1256041,1347727,809944,537783,1185729,467471,718258,1297445,743524,553921,412394,217450,194944,1236011,533891,702120
Vidisha,2009,260367,137977,122390,169623,99690,69933,90744,38287,52457,74946,63669,11277,1941,1553,388,185421,74308,111113
Vidisha,2009,954490,509861,444629,438460,292844,145616,516030,217017,299013,376841,267722,109119,98567,73308,25259,577649,242139,335510
Vellore,2009,1307998,652993,655005,927179,503405,423774,380819,149588,231231,444958,339886,105072,18298,11028,7270,863040,313107,549933
Vellore,2009,2169319,1088090,1081229,1276373,741671,534702,892946,346419,546527,982222,611919,370303,214433,120110,94323,1187097,476171,710926
Varanasi,2009,1260571,673132,587439,770766,453614,317152,489805,219518,270287,363961,307139,56822,2403,1775,628,896610,365993,530617
Varanasi,2009,1878100,976055,902045,923639,596999,326640,954461,379056,575405,618093,429639,188454,34952,21132,13820,1260007,546416,713591
Valsad,2009,381161,208376,172785,287698,167798,119900,93463,40578,52885,142602,120729,21873,2134,1499,635,238559,87647,150912
Valsad,2009,1029392,526423,502969,545559,321780,223779,483833,204643,279190,507655,300974,206681,73374,43047,30327,521737,225449,296288
Vaishali,2009,186655,98807,87848,100386,60940,39446,86269,37867,48402,46779,41477,5302,7525,6625,900,139876,57330,82546
Vaishali,2009,2531766,1316796,1214970,997765,656794,340971,1534001,660002,873999,735938,599144,136794,225073,185742,39331,1795828,717652,1078176
Vadodara,2009,1646222,863030,783192,1251461,692884,558577,394761,170146,224615,530386,452766,77620,7891,5368,2523,1115836,410264,705572
Vadodara,2009,1995580,1034338,961242,976547,616463,360084,1019033,417875,601158,988459,607095,381364,264362,178312,86050,1007121,427243,579878
Uttarkashi,2009,22918,13279,9639,17476,10941,6535,5442,2338,3104,7739,6146,1593,7,5,2,15179,7133,8046
Uttarkashi,2009,272095,138737,133358,143685,94722,48963,128410,44015,84395,128165,67252,60913,934,601,333,143930,71485,72445
Uttara Kannada,2009,387913,196968,190945,295217,159234,135983,92696,37734,54962,129757,103928,25829,2606,1684,922,258156,93040,165116
Uttara Kannada,2009,965731,489908,475823,608807,346036,262771,356924,143872,213052,451521,291941,159580,43724,26310,17414,514210,197967,316243
Uttar Dinajpur,2009,294443,155513,138930,207151,116602,90549,87292,38911,48381,93541,78108,15433,1898,1367,531,200902,77405,123497
Uttar Dinajpur,2009,2147351,1104224,1043127,716326,467358,248968,1431025,636866,794159,841983,575569,266414,243405,186303,57102,1305368,528655,776713
Upper Subansiri,2009,15756,8403,7353,9171,5507,3664,6585,2896,3689,4908,3641,1267,73,55,18,10848,4762,6086
Upper Subansiri,2009,39590,19837,19753,13208,8040,5168,26382,11797,14585,17507,8925,8582,95,58,37,22083,10912,11171
Upper Siang,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Siang,2009,33363,18057,15306,13424,8733,4691,19939,9324,10615,17105,10335,6770,359,254,105,16258,7722,8536
Unnao,2009,411543,216857,194686,241330,139740,101590,170213,77117,93096,111594,98514,13080,4235,3766,469,299949,118343,181606
Unnao,2009,2288781,1205652,1083129,973760,638959,334801,1315021,566693,748328,814741,613293,201448,78374,65144,13230,1474040,592359,881681
Una,2009,39424,20800,18624,28369,15684,12685,11055,5116,5939,13237,10616,2621,174,124,50,26187,10184,16003
Una,2009,408849,203724,205125,283909,152766,131143,124940,50958,73982,188421,108152,80269,3691,3104,587,220428,95572,124856
Umaria,2009,83133,43379,39754,50771,30603,20168,32362,12776,19586,25009,19837,5172,1705,988,717,58124,23542,34582
Umaria,2009,432830,221749,211081,196532,126296,70236,236298,95453,140845,192528,114076,78452,29580,17911,11669,240302,107673,132629
Ukhrul,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ukhrul,2009,140778,73465,67313,87549,50208,37341,53229,23257,29972,66515,35870,30645,761,374,387,74263,37595,36668
Ujjain,2009,662787,344285,318502,462607,263712,198895,200180,80573,119607,206483,168037,38446,4728,2596,2132,456304,176248,280056
Ujjain,2009,1048195,538586,509609,552275,350014,202261,495920,188572,307348,548805,306695,242110,98267,56788,41479,499390,231891,267499
Udupi,2009,206353,101175,105178,167681,85890,81791,38672,15285,23387,79539,55613,23926,2950,1332,1618,126814,45562,81252
Udupi,2009,905890,421056,484834,642903,323245,319658,262987,97811,165176,408634,232338,176296,54943,27624,27319,497256,188718,308538
Udhampur,2009,116627,69256,47371,88300,56571,31729,28327,12685,15642,46405,41889,4516,79,69,10,70222,27367,42855
Udhampur,2009,626882,330430,296452,255129,169317,85812,371753,161113,210640,320025,189236,130789,2757,2320,437,306857,141194,165663
Udham Singh Nagar,2009,403014,214830,188184,238898,141661,97237,164116,73169,90947,110572,99123,11449,6453,5682,771,292442,115707,176735
Udham Singh Nagar,2009,832600,434654,397946,420267,260647,159620,412333,174007,238326,281584,212823,68761,50657,43480,7177,551016,221831,329185
Udaipur,2009,490317,257563,232754,365342,207922,157420,124975,49641,75334,154799,129616,25183,924,576,348,335518,127947,207571
Udaipur,2009,2142995,1078441,1064554,890057,589772,300285,1252938,488669,764269,946081,558276,387805,27681,16860,10821,1196914,520165,676749
Tumkur,2009,507202,261688,245514,365797,200622,165175,141405,61066,80339,189113,143087,46026,4640,2812,1828,318089,118601,199488
Tumkur,2009,2077509,1052113,1025396,1159688,686719,472969,917821,365394,552427,1127826,648341,479485,162725,80265,82460,949683,403772,545911
Tuensang,2009,29772,16693,13079,20561,12091,8470,9211,4602,4609,7879,6541,1338,54,41,13,21893,10152,11741
Tuensang,2009,385046,201985,183061,159625,91841,67784,225421,110144,115277,177045,94185,82860,2532,1371,1161,208001,107800,100201
Tonk,2009,253168,130344,122824,143768,86570,57198,109400,43774,65626,78532,59474,19058,1511,888,623,174636,70870,103766
Tonk,2009,958503,496092,462411,369706,273336,96370,588797,222756,366041,454150,249211,204939,21030,10085,10945,504353,246881,257472
Tiruvannamalai,2009,400761,200121,200640,282221,155803,126418,118540,44318,74222,140013,106545,33468,12050,6510,5540,260748,93576,167172
Tiruvannamalai,2009,1785364,895738,889626,1014930,605600,409330,770434,290138,480296,924770,526621,398149,234428,115298,119130,860594,369117,491477
Tirunelveli,2009,1308246,645142,663104,937782,506557,431225,370464,138585,231879,551341,348409,202932,79632,50198,29434,756905,296733,460172
Tirunelveli,2009,1415742,688797,726945,891282,490721,400561,524460,198076,326384,729776,389502,340274,198037,116201,81836,685966,299295,386671
Tiruchirappalli,2009,1139162,569917,569245,885635,471108,414527,253527,98809,154718,393201,306591,86610,30971,17411,13560,745961,263326,482635
Tiruchirappalli,2009,1279204,638617,640587,787843,455246,332597,491361,183371,307990,671320,381223,290097,214904,103619,111285,607884,257394,350490
Tirap,2009,15294,8451,6843,10431,6338,4093,4863,2113,2750,5484,4673,811,16,13,3,9810,3778,6032
Tirap,2009,85032,44086,40946,22973,16118,6855,62059,27968,34091,43590,22760,20830,182,109,73,41442,21326,20116
Tinsukia,2009,223957,121246,102711,166240,95219,71021,57717,26027,31690,73682,65621,8061,267,226,41,150275,55625,94650
Tinsukia,2009,926105,479853,446252,422062,260225,161837,504043,219628,284415,392669,238838,153831,9954,6506,3448,533436,241015,292421
Tikamgarh,2009,212733,112049,100684,121396,73663,47733,91337,38386,52951,76444,52906,23538,3353,2014,1339,136289,59143,77146
Tikamgarh,2009,990265,525864,464401,421102,282179,138923,569163,243685,325478,489733,280087,209646,34943,23159,11784,500532,245777,254755
Thrissur,2009,839433,403737,435696,705977,345178,360799,133456,58559,74897,267665,205393,62272,6430,4253,2177,571768,198344,373424
Thrissur,2009,2134799,1018315,1116484,1731615,845848,885767,403184,172467,230717,687635,513860,173775,66532,40660,25872,1447164,504455,942709
Thoubal,2009,131272,65515,65757,81837,47639,34198,49435,17876,31559,61177,32679,28498,4670,2573,2097,70095,32836,37259
Thoubal,2009,232868,116735,116133,120265,74470,45795,112603,42265,70338,116166,60332,55834,9150,5507,3643,116702,56403,60299
Thoothukkudi,2009,664773,327569,337204,508661,264350,244311,156112,63219,92893,246684,181761,64923,13104,7757,5347,418089,145808,272281
Thoothukkudi,2009,907500,439254,468246,622745,329518,293227,284755,109736,175019,432127,250023,182104,110884,58164,52720,475373,189231,286142
Thiruvarur,2009,237243,117282,119961,180005,95219,84786,57238,22063,35175,76715,61796,14919,10752,7314,3438,160528,55486,105042
Thiruvarur,2009,932231,463502,468729,608297,340202,268095,323934,123300,200634,414288,269734,144554,188828,115619,73209,517943,193768,324175
Thiruvananthapuram,2009,1091661,534652,557009,898268,449779,448489,193393,84873,108520,354634,270830,83804,8133,7059,1074,737027,263822,473205
Thiruvananthapuram,2009,2142695,1035265,1107430,1660226,830633,829593,482469,204632,277837,693301,535724,157577,67568,59081,8487,1449394,499541,949853
Thiruvallur,2009,1500082,768355,731727,1129333,620370,508963,370749,147985,222764,503633,413942,89691,9799,6565,3234,996449,354413,642036
Thiruvallur,2009,1254674,629052,625622,736374,427393,308981,518300,201659,316641,533464,354775,178689,149034,87882,61152,721210,274277,446933
Theni,2009,591841,297834,294007,399589,223628,175961,192252,74206,118046,247854,167581,80273,94651,53494,41157,343987,130253,213734
Theni,2009,502109,255152,246957,293208,174522,118686,208901,80630,128271,272426,150701,121725,151338,75567,75771,229683,104451,125232
The Nilgiris,2009,454609,226477,228132,338431,182739,155692,116178,43738,72440,187524,121473,66051,13444,7682,5762,267085,105004,162081
The Nilgiris,2009,307532,151874,155658,202668,113834,88834,104864,38040,66824,155861,86090,69771,25331,13593,11738,151671,65784,85887
The Dangs,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Dangs,2009,186729,93974,92755,89586,53339,36247,97143,40635,56508,92993,49206,43787,11772,7039,4733,93736,44768,48968
Thanjavur,2009,748561,370145,378416,563811,298733,265078,184750,71412,113338,248670,196798,51872,27642,18561,9081,499891,173347,326544
Thanjavur,2009,1467577,726493,741084,912445,515621,396824,555132,210872,344260,648453,421673,226780,272795,167104,105691,819124,304820,514304
Thane,2009,5902473,3229624,2672849,4438792,2570691,1868101,1463681,658933,804748,2109098,1804155,304943,8412,5233,3179,3793375,1425469,2367906
Thane,2009,2229376,1148123,1081253,1197007,724560,472447,1032369,423563,608806,1070883,639172,431711,167618,89560,78058,1158493,508951,649542
Tehri Garhwal,2009,59846,36767,23079,45464,29807,15657,14382,6960,7422,22639,20879,1760,31,24,7,37207,15888,21319
Tehri Garhwal,2009,544901,258401,286500,292352,178444,113908,252549,79957,172592,242076,112137,129939,1477,1024,453,302825,146264,156561
Tawang,2009,8376,6312,2064,6618,5499,1119,1758,813,945,5497,5105,392,6,5,1,2879,1207,1672
Tawang,2009,30548,15534,15014,8719,5661,3058,21829,9873,11956,16230,8768,7462,139,73,66,14318,6766,7552
Tamenglong,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tamenglong,2009,111499,58014,53485,56819,34329,22490,54680,23685,30995,50863,27036,23827,398,208,190,60636,30978,29658
Surguja,2009,137181,72041,65140,100172,56858,43314,37009,15183,21826,37811,32491,5320,943,718,225,99370,39550,59820
Surguja,2009,1834913,928009,906904,773287,490148,283139,1061626,437861,623765,944230,521966,422264,119308,78202,41106,890683,406043,484640
Surendranagar,2009,402448,210995,191453,267964,155533,112431,134484,55462,79022,127223,108221,19002,4100,2998,1102,275225,102774,172451
Surendranagar,2009,1112700,576655,536045,513191,331561,181630,599509,245094,354415,520386,317270,203116,124608,80519,44089,592314,259385,332929
Surat,2009,2995817,1695955,1299862,2130288,1289798,840490,865529,406157,459372,1153082,1040292,112790,13070,7745,5325,1842735,655663,1187072
Surat,2009,1999357,1026584,972773,1076116,624625,451491,923241,401959,521282,1029427,611826,417601,348528,188982,159546,969930,414758,555172
Supaul,2009,88208,47024,41184,44675,28346,16329,43533,18678,24855,25302,20298,5004,4980,3261,1719,62906,26726,36180
Supaul,2009,1644370,855183,789187,464350,344615,119735,1180020,510568,669452,702920,434001,268919,267125,183716,83409,941450,421182,520268
Sundargarh,2009,629194,333023,296171,454674,260795,193879,174520,72228,102292,178953,155351,23602,1375,1057,318,450241,177672,272569
Sundargarh,2009,1201479,602578,598901,560811,342715,218096,640668,259863,380805,559850,324934,234916,63422,40060,23362,641629,277644,363985
Sultanpur,2009,152258,80468,71790,101440,58543,42897,50818,21925,28893,38724,33493,5231,731,564,167,113534,46975,66559
Sultanpur,2009,3062574,1543351,1519223,1346982,861965,485017,1715592,681386,1034206,993796,691550,302246,128214,92686,35528,2068778,851801,1216977
Srinagar,2009,946166,515557,430609,557435,348646,208789,388731,166911,221820,304153,262660,41493,3498,3304,194,642013,252897,389116
Srinagar,2009,256281,133934,122347,83832,57062,26770,172449,76872,95577,80516,62975,17541,4670,4040,630,175765,70959,104806
Srikakulam,2009,278659,138600,140059,182706,102597,80109,95953,36003,59950,95336,71504,23832,5005,3033,1972,183323,67096,116227
Srikakulam,2009,2258934,1121420,1137514,1034953,629181,405772,1223981,492239,731742,1106480,639631,466849,313156,173251,139905,1152454,481789,670665
South West,2009,1529587,860336,669251,1105775,669888,435887,423812,190448,233364,528176,461066,67110,962,729,233,1001411,399270,602141
South West,2009,225454,123279,102175,152258,92029,60229,73196,31250,41946,74370,59933,14437,827,697,130,151084,63346,87738
South Tripura,2009,54147,28272,25875,44919,24396,20523,9228,3876,5352,17863,14779,3084,288,251,37,36284,13493,22791
South Tripura,2009,713293,366333,346960,414583,242695,171888,298710,123638,175072,285831,190986,94845,54970,39828,15142,427462,175347,252115
South Goa,2009,328828,169744,159084,242440,132982,109458,86388,36762,49626,116284,90920,25364,710,439,271,212544,78824,133720
South Goa,2009,260267,129002,131265,176454,95460,80994,83813,33542,50271,98943,67043,31900,4809,2641,2168,161324,61959,99365
South Garo Hills,2009,8643,4608,4035,5978,3300,2678,2665,1308,1357,3276,2284,992,30,20,10,5367,2324,3043
South Garo Hills,2009,92337,47399,44938,37838,22040,15798,54499,25359,29140,44572,24207,20365,2846,1833,1013,47765,23192,24573
South Twenty Four Parganas,2009,1086220,567723,518497,771931,432757,339174,314289,134966,179323,346858,301367,45491,3496,3169,327,739362,266356,473006
South Twenty Four Parganas,2009,5820469,2997270,2823199,3295412,1966956,1328456,2525057,1030314,1494743,1895902,1546123,349779,325223,306346,18877,3924567,1451147,2473420
South,2009,2106262,1169725,936537,1480356,890499,589857,625906,279226,346680,726166,622195,103971,1242,917,325,1380096,547530,832566
South,2009,127579,66096,61483,71483,41102,30381,56096,24994,31102,68178,38995,29183,1414,902,512,59401,27101,32300
Sonitpur,2009,175794,98179,77615,141269,83058,58211,34525,15121,19404,65301,57588,7713,135,107,28,110493,40591,69902
Sonitpur,2009,1505719,773389,732330,689310,411907,277403,816409,361482,454927,569422,381321,188101,33391,25778,7613,936297,392068,544229
Sonipat,2009,321375,174041,147334,223266,130549,92717,98109,43492,54617,95913,79491,16422,1870,1220,650,225462,94550,130912
Sonipat,2009,957800,521682,436118,564839,356052,208787,392961,165630,227331,427118,265959,161159,35123,24499,10624,530682,255723,274959
Sonbhadra,2009,275430,150829,124601,194765,117613,77152,80665,33216,47449,70288,65677,4611,479,346,133,205142,85152,119990
Sonbhadra,2009,1188089,620068,568021,376553,270195,106358,811536,349873,461663,467647,298912,168735,85947,56480,29467,720442,321156,399286
Sonapur,2009,40068,20796,19272,27217,16230,10987,12851,4566,8285,13211,10302,2909,1063,834,229,26857,10494,16363
Sonapur,2009,501767,254805,246962,264714,170319,94395,237053,84486,152567,223769,139474,84295,40969,29644,11325,277998,115331,162667
Solapur,2009,1225284,626233,599051,820503,469740,350763,404781,156493,248288,414858,301306,113552,14565,7995,6570,810426,324927,485499
Solapur,2009,2624259,1363390,1260869,1516322,915006,601316,1107937,448384,659553,1328183,754876,573307,362829,178354,184475,1296076,608514,687562
Solan,2009,91195,56141,35054,71494,46194,25300,19701,9947,9754,41842,37081,4761,85,77,8,49353,19060,30293
Solan,2009,409362,214150,195212,260916,153250,107666,148446,60900,87546,221603,128196,93407,3300,2577,723,187759,85954,101805
Siwan,2009,149489,78727,70762,87057,51851,35206,62432,26876,35556,35705,31388,4317,1484,1134,350,113784,47339,66445
Siwan,2009,2564860,1257556,1307304,1030970,655824,375146,1533890,601732,932158,694732,522932,171800,120617,87397,33220,1870128,734624,1135504
Sivaganga,2009,326084,161854,164230,246232,130986,115246,79852,30868,48984,104221,84271,19950,3402,2324,1078,221863,77583,144280
Sivaganga,2009,829272,405093,424179,491768,283769,207999,337504,121324,216180,409281,232148,177133,76455,39125,37330,419991,172945,247046
Sitapur,2009,432688,227095,205593,241402,139150,102252,191286,87945,103341,112807,100802,12005,5096,4839,257,319881,126293,193588
Sitapur,2009,3186973,1714279,1472694,1163041,804072,358969,2023932,910207,1113725,1012702,881817,130885,130690,119707,10983,2174271,832462,1341809
Sitamarhi,2009,153313,82397,70916,83628,51011,32617,69685,31386,38299,40832,37255,3577,5823,5410,413,112481,45142,67339
Sitamarhi,2009,2529407,1335214,1194193,734083,505925,228158,1795324,829289,966035,814324,676212,138112,374758,336339,38419,1715083,659002,1056081
Sirsa,2009,293465,156425,137040,186106,107471,78635,107359,48954,58405,94073,79370,14703,3419,2821,598,199392,77055,122337
